sgRNA	Gene	t0_C3624K	rep1_C3624K	rep2_C3624K
hDel_6878:105	hDel_6878	2341	3564	2587
hDel_4204:28	hDel_4204	2268	2339	3521
hDel_94:112	hDel_94	5353	6788	6766
hDel_4625:105	hDel_4625	5723	4896	6791
hDel_6754:30	hDel_6754	1657	1830	2497
hDel_3181:78	hDel_3181	5499	5064	5300
hDel_5487:25	hDel_5487	4560	3278	4579
hDel_2185:131	hDel_2185	4023	3684	4832
hDel_935:47	hDel_935	4508	3057	4045
hDel_94:374	hDel_94	3828	3455	4584
hDel_6624:88	hDel_6624	3370	3719	3902
hDel_5864:174	hDel_5864	2213	1972	2186
hDel_4706:141	hDel_4706	3342	2886	3113
hDel_6106:60	hDel_6106	3567	118	165
hDel_4859:3	hDel_4859	4181	4040	5128
hDel_396:49	hDel_396	1516	1936	1435
hDel_4985:146	hDel_4985	3222	3165	5330
hDel_3091:78	hDel_3091	2314	1520	2018
hDel_6143:39	hDel_6143	3037	2433	3853
hDel_7156:18	hDel_7156	1748	2563	2602
hDel_5827:28	hDel_5827	2347	2656	2820
hDel_1635:171	hDel_1635	4940	5150	5433
hDel_3883:8	hDel_3883	1130	494	772
hDel_523:65	hDel_523	4002	1615	1807
hDel_1402:32	hDel_1402	3493	3483	2910
DROSHA:3	DROSHA	3977	128	158
hDel_5412:95	hDel_5412	2204	1831	1898
hDel_6234:125	hDel_6234	3920	2669	3855
EAF1:1	EAF1	5204	3937	5782
hDel_4563:43	hDel_4563	2572	2135	2912
hDel_2879:7	hDel_2879	3952	3221	3292
hDel_2781:84	hDel_2781	3347	2488	2864
hDel_2158:9	hDel_2158	2283	2765	3676
hDel_4397:320	hDel_4397	3337	3399	2788
hDel_450:85	hDel_450	2250	429	825
hDel_1608:216	hDel_1608	1591	1666	3126
hDel_2311:158	hDel_2311	3857	4371	4219
hDel_1094:18	hDel_1094	2505	2598	2888
hDel_2055:30	hDel_2055	3456	3059	4156
hDel_3059:435	hDel_3059	2380	3148	4641
hDel_6418:10	hDel_6418	2797	46	198
hDel_6633:3	hDel_6633	3018	2249	3265
hDel_4706:55	hDel_4706	2292	2429	2512
hDel_6125:84	hDel_6125	2713	3093	2968
panTro6_CTRL2172	panTro6_CTRL	3319	3362	4051
hDel_845:321	hDel_845	5209	3770	5332
hDel_5883:99	hDel_5883	4755	2525	2635
hDel_6105:14	hDel_6105	3387	4105	3767
hDel_3402:2	hDel_3402	2344	2592	2690
hDel_3897:59	hDel_3897	2914	3307	3688
hDel_1478:64	hDel_1478	1933	1758	1767
panTro6_CTRL383	panTro6_CTRL	3081	2581	3480
hDel_4706:159	hDel_4706	3934	532	536
hDel_118:70	hDel_118	2801	2579	3582
hDel_1025:65	hDel_1025	4773	5210	5670
hDel_4686:81	hDel_4686	2876	3825	3483
hDel_5221:64	hDel_5221	5066	5813	5713
hDel_6852:110	hDel_6852	3198	3718	2418
hDel_4069:6	hDel_4069	2263	3888	4509
hDel_6651:154	hDel_6651	3471	2628	3790
hDel_2585:103	hDel_2585	3964	481	308
hDel_2635:27	hDel_2635	2527	2321	2663
hDel_3130:120	hDel_3130	3128	4276	3832
hDel_4263:57	hDel_4263	1957	2016	1497
hDel_6332:78	hDel_6332	2357	1103	1018
hDel_2479:9	hDel_2479	1707	1449	1428
hDel_5502:47	hDel_5502	3058	2353	2944
hDel_1168:158	hDel_1168	1330	1284	2088
hDel_1200:44	hDel_1200	3106	2417	2950
hDel_1267:92	hDel_1267	2779	2923	3178
hDel_5909:150	hDel_5909	3633	3669	3863
hDel_6130:7	hDel_6130	4071	4029	3537
hDel_5340:45	hDel_5340	3039	3423	3576
hDel_422:3	hDel_422	3181	2660	2289
hDel_4277:184	hDel_4277	4370	3768	3378
hDel_5355:137	hDel_5355	2734	3198	4230
hDel_6113:136	hDel_6113	4142	4511	5180
hDel_4166:101	hDel_4166	1940	1454	1405
hDel_3838:166	hDel_3838	2924	2895	3914
hDel_172:37	hDel_172	3613	3874	3868
hDel_5412:198	hDel_5412	1469	2081	2290
hDel_6849:172	hDel_6849	5086	5180	5819
hDel_53:163	hDel_53	4485	5497	6151
hDel_6528:11	hDel_6528	2787	2884	3037
hDel_94:21	hDel_94	4865	4808	6673
hDel_7009:29	hDel_7009	4942	4167	3760
hDel_1997:58	hDel_1997	3810	3156	3580
panTro6_CTRL2116	panTro6_CTRL	5229	4143	4138
hDel_3388:82	hDel_3388	3712	3982	4799
hDel_2977:6	hDel_2977	2949	2551	3343
hDel_6760:172	hDel_6760	2993	3098	3115
hDel_5412:26	hDel_5412	4768	5310	5804
hDel_1383:104	hDel_1383	4669	5067	4649
hDel_5650:80	hDel_5650	4717	4976	5697
hDel_6185:58	hDel_6185	4392	4199	5306
hDel_3059:280	hDel_3059	4041	438	504
hDel_5487:43	hDel_5487	3920	4185	4885
hDel_2613:135	hDel_2613	2354	2417	2370
hDel_3294:11	hDel_3294	2189	2693	2240
hDel_4397:363	hDel_4397	6250	6246	7022
hDel_5648:348	hDel_5648	1646	1462	1662
hDel_2289:84	hDel_2289	2532	2053	1318
hDel_330:15	hDel_330	2982	2867	3071
hDel_4563:33	hDel_4563	4119	3454	3919
hDel_3426:41	hDel_3426	3633	3849	4374
hDel_6110:28	hDel_6110	2483	3903	3943
hDel_6125:158	hDel_6125	2454	2790	3797
hDel_4759:16	hDel_4759	2800	3103	3885
hDel_424:22	hDel_424	2201	2241	2821
hDel_923:121	hDel_923	6274	4547	7510
hDel_636:130	hDel_636	3931	3933	4255
hDel_330:220	hDel_330	2571	1740	2690
hDel_3711:114	hDel_3711	4344	4180	4204
hDel_6318:98	hDel_6318	3865	5522	4777
panTro6_CTRL2026	panTro6_CTRL	2592	3501	4089
hDel_1958:99	hDel_1958	1996	1843	2735
hDel_5508:70	hDel_5508	4639	5048	5477
hDel_3596:107	hDel_3596	2052	1624	1794
hDel_3181:97	hDel_3181	4855	4269	4444
hDel_3373:51	hDel_3373	3243	3595	4159
hDel_71:7	hDel_71	749	820	514
hDel_6144:94	hDel_6144	3578	3417	4604
panTro6_CTRL557	panTro6_CTRL	5539	4070	5682
hDel_4157:260	hDel_4157	1909	1567	2421
hDel_3825:4	hDel_3825	2912	3647	3019
hDel_6813:109	hDel_6813	2987	3125	2272
hDel_2121:27	hDel_2121	3299	2380	3210
hDel_1776:38	hDel_1776	1818	2787	3078
hDel_4859:80	hDel_4859	3031	3811	3744
hDel_1383:68	hDel_1383	1128	1156	1580
hDel_1078:3	hDel_1078	3071	2277	3557
hDel_6234:344	hDel_6234	3527	3857	4143
hDel_5156:77	hDel_5156	2144	1986	2019
hDel_1076:60	hDel_1076	3004	3684	3051
hDel_5736:75	hDel_5736	4165	4862	4912
hDel_6754:57	hDel_6754	4465	3285	3911
hDel_1078:223	hDel_1078	3254	1409	2206
hDel_6949:116	hDel_6949	3490	4083	4251
hDel_5595:129	hDel_5595	3536	2772	2294
hDel_6060:9	hDel_6060	1392	1276	1717
hDel_3326:61	hDel_3326	4964	5300	6558
hDel_6060:39	hDel_6060	3074	3514	3236
hDel_3623:36	hDel_3623	3045	2107	1726
hDel_1110:40	hDel_1110	2448	2108	1752
hDel_3596:63	hDel_3596	6307	4106	7569
C1QTNF9B-AS1:2	C1QTNF9B-AS1	3101	1052	903
hDel_6633:105	hDel_6633	3563	4783	4192
hDel_4987:99	hDel_4987	2085	2026	2000
hDel_5940:24	hDel_5940	3144	2969	2688
hDel_2959:3	hDel_2959	4154	3819	4752
hDel_1383:24	hDel_1383	2104	1879	2161
hDel_2354:148	hDel_2354	2351	3098	2621
hDel_1062:261	hDel_1062	4943	3807	4739
hDel_7179:324	hDel_7179	2000	2475	1331
hDel_2020:495	hDel_2020	2570	2567	1923
hDel_2020:189	hDel_2020	2801	2207	3329
hDel_2823:26	hDel_2823	2642	2549	2000
hDel_1647:17	hDel_1647	3192	2949	3769
hDel_3430:38	hDel_3430	1373	1023	1331
hDel_6269:21	hDel_6269	866	854	1143
hDel_6143:101	hDel_6143	3991	4244	4054
hDel_6520:96	hDel_6520	2549	2120	2332
hDel_4120:56	hDel_4120	3580	3802	3916
hDel_6503:31	hDel_6503	4736	4507	5127
hDel_6226:58	hDel_6226	5360	5217	5886
hDel_6949:97	hDel_6949	1440	1655	1815
hDel_6931:19	hDel_6931	5320	4036	5701
hDel_794:19	hDel_794	3645	3748	3748
hDel_5883:185	hDel_5883	4795	4419	5396
hDel_3900:183	hDel_3900	2037	2292	2914
hDel_4624:186	hDel_4624	3327	3289	2536
hDel_4149:35	hDel_4149	1908	1293	2125
CSNK2A1:4	CSNK2A1	5284	7098	8559
panTro6_CTRL2666	panTro6_CTRL	3831	4765	3800
hDel_5476:71	hDel_5476	4806	4301	5576
hDel_251:268	hDel_251	3496	3025	3568
hDel_1431:2	hDel_1431	2248	1433	1713
hDel_3838:35	hDel_3838	1432	1376	2576
hDel_5962:292	hDel_5962	3797	3181	4244
hDel_1003:332	hDel_1003	2596	3683	4115
hDel_2823:133	hDel_2823	3422	2906	2136
hDel_1863:12	hDel_1863	2952	3513	3358
hDel_6899:51	hDel_6899	2832	2990	3102
hDel_6190:144	hDel_6190	5096	5770	6628
hDel_2311:238	hDel_2311	1705	2085	2014
hDel_3426:84	hDel_3426	5256	4543	5243
hDel_1497:30	hDel_1497	4266	3827	3424
hDel_3585:15	hDel_3585	1681	2677	1910
hDel_2127:40	hDel_2127	2798	1403	2641
panTro6_CTRL2193	panTro6_CTRL	2877	2491	2838
hDel_4277:64	hDel_4277	1120	1672	1437
hDel_6765:136	hDel_6765	3495	3277	4222
hDel_7061:27	hDel_7061	4234	2935	4103
hDel_5669:127	hDel_5669	5967	6121	7003
hDel_1455:83	hDel_1455	967	873	1215
hDel_1168:106	hDel_1168	4016	3455	2602
hDel_51:22	hDel_51	3352	4166	6263
hDel_2781:118	hDel_2781	812	614	798
hDel_3334:33	hDel_3334	1364	948	1868
hDel_424:15	hDel_424	4217	4456	4497
hDel_149:23	hDel_149	1623	1754	1776
hDel_4157:42	hDel_4157	2617	1832	3489
hDel_6949:7	hDel_6949	2897	2154	1783
hDel_3426:79	hDel_3426	2713	2809	2826
hDel_4443:39	hDel_4443	3187	3682	4614
hDel_6878:267	hDel_6878	3156	2708	2828
hDel_3726:127	hDel_3726	3637	4090	5116
hDel_3900:118	hDel_3900	4684	3224	5158
hDel_514:165	hDel_514	5358	3799	4808
hDel_118:261	hDel_118	1971	2163	1847
hDel_7115:212	hDel_7115	2305	2363	3726
hDel_3516:45	hDel_3516	3765	3740	4139
hDel_238:16	hDel_238	5429	4492	6427
hDel_6318:57	hDel_6318	4939	4822	6308
hDel_6949:134	hDel_6949	4465	3824	4801
hDel_3303:192	hDel_3303	2347	2724	4061
hDel_4166:211	hDel_4166	4242	4235	4290
hDel_4888:16	hDel_4888	5697	5331	7138
hDel_312:35	hDel_312	3266	2223	3608
hDel_4397:203	hDel_4397	3322	2920	2453
hDel_553:82	hDel_553	2633	2423	2035
hDel_2613:247	hDel_2613	2329	2660	3207
hDel_3900:90	hDel_3900	4333	3922	3540
hDel_6631:73	hDel_6631	1800	782	895
hDel_6418:300	hDel_6418	1207	1040	1387
hDel_5671:21	hDel_5671	2647	1621	1860
hDel_6304:165	hDel_6304	4615	3730	4483
hDel_923:13	hDel_923	2105	2190	2895
hDel_4706:56	hDel_4706	2270	1916	3135
hDel_6531:1	hDel_6531	3450	4363	4267
hDel_1714:73	hDel_1714	3597	4341	3135
hDel_50:6	hDel_50	3025	2897	3142
hDel_5942:23	hDel_5942	2374	1257	1856
hDel_6631:95	hDel_6631	2229	3077	3515
hDel_366:13	hDel_366	2440	2237	2858
hDel_7235:242	hDel_7235	1692	1394	1756
hDel_2952:112	hDel_2952	966	1166	1894
hDel_81:75	hDel_81	2819	1853	2625
hDel_6849:289	hDel_6849	4134	4249	4790
hDel_6185:68	hDel_6185	3124	2951	3532
hDel_3059:479	hDel_3059	3361	4155	4609
panTro6_CTRL2331	panTro6_CTRL	3893	3786	4182
hDel_3825:20	hDel_3825	1341	1212	1484
hDel_978:155	hDel_978	3815	3891	4239
hDel_5135:47	hDel_5135	2246	2624	3485
hDel_278:52	hDel_278	4966	4783	3355
hDel_3091:72	hDel_3091	4942	4888	6110
hDel_3426:70	hDel_3426	4627	5270	4179
hDel_5839:69	hDel_5839	3890	4904	4780
hDel_6878:52	hDel_6878	1019	1249	1516
hDel_4157:119	hDel_4157	3601	4126	4783
hDel_5648:232	hDel_5648	3426	2564	3598
hDel_5075:110	hDel_5075	2845	3097	2747
hDel_4210:71	hDel_4210	1572	1951	2649
hDel_6467:87	hDel_6467	4196	5078	4720
hDel_1066:16	hDel_1066	3474	4314	4330
hDel_450:56	hDel_450	4613	6011	5440
hDel_1385:31	hDel_1385	3740	3837	3577
hDel_4410:98	hDel_4410	3396	2838	4113
hDel_4555:179	hDel_4555	4509	3184	4574
hDel_3933:25	hDel_3933	3944	3225	3792
hDel_94:42	hDel_94	3500	4670	5084
hDel_6098:11	hDel_6098	3384	2856	3330
hDel_2354:174	hDel_2354	2515	3426	3181
hDel_2676:98	hDel_2676	5161	4148	5849
hDel_1062:251	hDel_1062	2934	2385	2829
hDel_6098:108	hDel_6098	2495	2595	3133
hDel_1314:25	hDel_1314	4004	4446	6033
hDel_1740:92	hDel_1740	4018	3057	5860
hDel_2950:21	hDel_2950	3299	3199	3487
hDel_118:110	hDel_118	5924	6039	5909
hDel_7077:53	hDel_7077	3566	2289	3047
hDel_6304:62	hDel_6304	2086	3625	2826
hDel_1111:124	hDel_1111	2982	2855	3173
hDel_7061:222	hDel_7061	3128	4467	3762
hDel_4166:74	hDel_4166	1902	926	1177
hDel_4205:33	hDel_4205	2128	1799	2292
hDel_2781:187	hDel_2781	3893	3115	3122
panTro6_CTRL401	panTro6_CTRL	3431	3941	4831
hDel_349:118	hDel_349	4266	2588	3612
hDel_5393:89	hDel_5393	3009	1892	2568
hDel_494:267	hDel_494	1387	779	784
hDel_1106:78	hDel_1106	2542	2269	3014
hDel_6906:66	hDel_6906	4511	4269	4476
hDel_5825:39	hDel_5825	3915	2600	3864
hDel_5440:59	hDel_5440	4244	5023	4094
hDel_845:93	hDel_845	2150	1817	2499
hDel_3303:5	hDel_3303	3728	2682	4499
panTro6_CTRL2517	panTro6_CTRL	3581	3773	3663
hDel_5648:245	hDel_5648	3038	3720	4451
hDel_6098:106	hDel_6098	3785	3336	4672
hDel_4781:76	hDel_4781	2423	1729	3127
hDel_1665:143	hDel_1665	2225	2697	2932
hDel_494:289	hDel_494	2571	3506	3351
hDel_94:55	hDel_94	4707	5321	7773
hDel_6467:31	hDel_6467	4642	4355	5803
hDel_1076:142	hDel_1076	2057	1748	3356
hDel_5648:280	hDel_5648	2538	2797	3657
hDel_3722:6	hDel_3722	2434	1594	2183
hDel_5631:124	hDel_5631	3012	2248	2988
hDel_1714:4	hDel_1714	2617	3174	2066
hDel_5689:446	hDel_5689	4125	4166	5100
hDel_5508:177	hDel_5508	2923	2549	3066
hDel_5337:45	hDel_5337	3928	3911	3925
hDel_81:5	hDel_81	5295	5051	5836
hDel_1863:63	hDel_1863	4188	3508	3669
panTro6_CTRL2478	panTro6_CTRL	1462	1726	1758
hDel_448:63	hDel_448	3687	2786	3438
hDel_6269:27	hDel_6269	1550	1118	2408
hDel_5909:205	hDel_5909	5531	4833	5172
hDel_3432:95	hDel_3432	2531	2513	3223
hDel_3303:162	hDel_3303	3981	5036	5313
hDel_3426:3	hDel_3426	4255	3754	4558
hDel_6274:252	hDel_6274	4971	4745	4887
panTro6_CTRL1982	panTro6_CTRL	3453	4195	4085
hDel_4625:192	hDel_4625	741	1358	1688
hDel_4405:128	hDel_4405	2597	2518	3388
hDel_3334:70	hDel_3334	1911	1957	2783
hDel_293:150	hDel_293	4811	5829	7246
hDel_2685:53	hDel_2685	3598	3086	5027
hDel_5883:144	hDel_5883	1632	1543	1725
hDel_3303:122	hDel_3303	5501	5829	6371
hDel_4172:62	hDel_4172	3352	3709	4177
hDel_1110:238	hDel_1110	4184	3676	4256
panTro6_CTRL194	panTro6_CTRL	3221	3424	3794
hDel_94:393	hDel_94	2570	2925	3709
hDel_1025:5	hDel_1025	1425	2112	1345
hDel_2354:122	hDel_2354	4683	3147	4957
hDel_1232:8	hDel_1232	3670	3832	3170
hDel_4390:93	hDel_4390	5131	5412	4889
hDel_3567:23	hDel_3567	3845	3202	2833
hDel_4625:151	hDel_4625	3475	3126	4644
hDel_6973:106	hDel_6973	1813	52	75
hDel_1058:41	hDel_1058	4197	4458	5741
hDel_7044:55	hDel_7044	3068	3672	3776
hDel_5508:104	hDel_5508	2995	2063	3496
hDel_2590:1	hDel_2590	4076	4287	3425
hDel_4987:16	hDel_4987	3704	3678	3161
hDel_6503:53	hDel_6503	3997	4120	4815
hDel_5595:150	hDel_5595	2935	3367	3329
hDel_2474:52	hDel_2474	3443	3747	3944
hDel_7002:90	hDel_7002	5316	5553	4949
hDel_251:8	hDel_251	3972	4607	5557
hDel_3303:217	hDel_3303	2416	2881	3138
hDel_794:241	hDel_794	4253	2851	5143
hDel_6146:147	hDel_6146	4043	3918	4660
hDel_3838:183	hDel_3838	4019	3256	3588
hDel_5648:179	hDel_5648	5028	4786	6087
hDel_1455:140	hDel_1455	4209	4523	5500
hDel_7196:21	hDel_7196	2944	2634	2477
hDel_5286:269	hDel_5286	4332	3685	5300
hDel_2024:171	hDel_2024	3744	3363	3647
CTNND1:8	CTNND1	2424	3671	5054
hDel_4530:94	hDel_4530	4475	3485	4108
hDel_288:102	hDel_288	3170	2746	2262
hDel_4172:27	hDel_4172	3529	3322	3499
hDel_3711:161	hDel_3711	2556	2783	3055
hDel_5068:64	hDel_5068	4405	3966	4710
hDel_5736:21	hDel_5736	5019	5312	6381
hDel_7179:460	hDel_7179	4726	3502	5212
hDel_6222:53	hDel_6222	1057	846	899
hDel_6332:70	hDel_6332	3444	2821	3593
hDel_1246:5	hDel_1246	2453	2142	3132
hDel_4624:175	hDel_4624	2470	2210	2635
hDel_6088:59	hDel_6088	1191	2143	1368
hDel_6036:84	hDel_6036	3383	2469	3808
hDel_3402:24	hDel_3402	1340	1624	1861
hDel_5519:106	hDel_5519	3937	4133	4905
hDel_6949:81	hDel_6949	3742	4758	4880
hDel_3711:127	hDel_3711	2897	2387	2719
hDel_6754:65	hDel_6754	4700	3869	4209
hDel_6185:98	hDel_6185	2620	2282	3231
hDel_5623:19	hDel_5623	2378	1805	2634
hDel_2781:319	hDel_2781	3524	2599	4846
hDel_7235:429	hDel_7235	2204	2559	2818
hDel_647:9	hDel_647	1615	2019	1270
hDel_4390:29	hDel_4390	3792	3088	3671
hDel_6878:270	hDel_6878	4204	4889	4515
hDel_5631:29	hDel_5631	3531	2766	3015
hDel_4283:73	hDel_4283	3248	2732	3760
hDel_2497:304	hDel_2497	2685	2699	2515
hDel_1232:116	hDel_1232	4539	4705	4801
hDel_4724:52	hDel_4724	4571	4113	5993
hDel_2093:66	hDel_2093	2954	1585	1179
hDel_4625:62	hDel_4625	1690	2129	3075
hDel_5845:23	hDel_5845	2001	1436	2337
hDel_4590:173	hDel_4590	618	1403	1402
hDel_3303:10	hDel_3303	5892	5183	5619
hDel_1595:32	hDel_1595	5560	6619	7778
hDel_6811:70	hDel_6811	693	758	831
hDel_6119:133	hDel_6119	4915	4651	5720
hDel_4397:205	hDel_4397	6275	6471	5698
hDel_5994:42	hDel_5994	4485	3278	4895
hDel_6949:136	hDel_6949	2900	3627	4460
hDel_5166:41	hDel_5166	2365	2328	3211
hDel_5637:40	hDel_5637	4577	3271	4136
hDel_5337:344	hDel_5337	2629	3921	4340
hDel_2657:150	hDel_2657	3796	3085	3636
hDel_7021:10	hDel_7021	3702	4507	4299
hDel_6418:278	hDel_6418	2128	2953	2678
hDel_5980:55	hDel_5980	4030	3464	4526
hDel_6304:10	hDel_6304	3122	3238	4129
hDel_6185:87	hDel_6185	2961	1848	3948
hDel_1975:11	hDel_1975	1312	1751	1095
hDel_2020:177	hDel_2020	3418	4035	3852
hDel_5736:100	hDel_5736	4771	3820	4152
hDel_4157:103	hDel_4157	4554	3848	3646
hDel_4724:155	hDel_4724	2366	2050	2381
hDel_5519:110	hDel_5519	1572	1466	1632
hDel_5964:4	hDel_5964	2680	2248	3096
hDel_3181:51	hDel_3181	2971	3030	3468
hDel_5595:182	hDel_5595	2516	3026	2915
hDel_5617:10	hDel_5617	5638	5944	6384
hDel_118:102	hDel_118	3910	4302	3972
hDel_6185:193	hDel_6185	4173	4534	4502
hDel_6144:15	hDel_6144	2452	3481	3093
hDel_2610:208	hDel_2610	2979	2326	3111
hDel_5049:133	hDel_5049	2487	2518	2990
hDel_5221:72	hDel_5221	3358	3546	3605
hDel_4530:172	hDel_4530	1915	2610	1507
hDel_172:39	hDel_172	2770	2764	2595
hDel_4578:146	hDel_4578	2841	1589	2080
hDel_1003:271	hDel_1003	986	1074	1148
hDel_14:64	hDel_14	6497	5503	7264
hDel_3740:64	hDel_3740	1826	2969	1909
hDel_923:57	hDel_923	3000	3131	2497
panTro6_CTRL2162	panTro6_CTRL	4442	3240	3376
hDel_2185:83	hDel_2185	4758	4675	6975
hDel_7002:47	hDel_7002	5771	5314	6458
hDel_251:235	hDel_251	1318	913	1233
hDel_6418:106	hDel_6418	1913	1660	1734
hDel_3900:186	hDel_3900	2758	3180	3773
hDel_5631:11	hDel_5631	3215	2835	4262
hDel_514:73	hDel_514	3833	3818	4327
hDel_51:114	hDel_51	3159	2106	2590
hDel_5084:134	hDel_5084	4482	3591	3562
hDel_3545:83	hDel_3545	438	552	491
hDel_3432:74	hDel_3432	4444	3173	4495
hDel_4829:38	hDel_4829	2536	2085	2520
hDel_1076:165	hDel_1076	3063	3055	3153
hDel_6234:278	hDel_6234	2571	2764	3142
hDel_6633:206	hDel_6633	3642	3302	3696
hDel_2028:129	hDel_2028	3717	2564	3556
hDel_6008:30	hDel_6008	3590	3943	4161
hDel_1246:39	hDel_1246	3988	4449	5154
hDel_2497:44	hDel_2497	2956	3016	2624
hDel_7179:447	hDel_7179	2592	2514	2420
panTro6_CTRL1370	panTro6_CTRL	4936	4050	5238
hDel_5212:24	hDel_5212	2464	1875	2225
hDel_4409:144	hDel_4409	3290	3120	2285
hDel_6878:203	hDel_6878	2720	997	1442
hDel_3373:33	hDel_3373	1247	1693	2115
hDel_2121:35	hDel_2121	5005	5356	5287
hDel_532:198	hDel_532	1704	1457	2434
hDel_2610:217	hDel_2610	3329	4010	4115
hDel_448:91	hDel_448	4061	4331	3701
hDel_76:232	hDel_76	5184	5395	6570
hDel_6234:263	hDel_6234	2611	2318	2858
hDel_5835:2	hDel_5835	2261	1836	2843
hDel_6053:271	hDel_6053	1781	2012	1686
hDel_6633:149	hDel_6633	4176	3657	4167
hDel_1383:85	hDel_1383	2429	2463	2411
hDel_2354:182	hDel_2354	1843	1748	1263
hDel_293:236	hDel_293	4770	5314	6292
hDel_1608:130	hDel_1608	1881	1668	1388
hDel_361:153	hDel_361	2677	2269	2621
hDel_6754:131	hDel_6754	3083	2441	2836
hDel_3303:155	hDel_3303	3750	3041	4180
hDel_7085:14	hDel_7085	3191	3367	4144
hDel_4564:105	hDel_4564	3164	3407	3564
hDel_7061:291	hDel_7061	3397	2608	4215
hDel_1094:141	hDel_1094	4148	4177	4767
hDel_4590:6	hDel_4590	2322	2222	1501
hDel_71:44	hDel_71	3923	3831	5038
hDel_4530:167	hDel_4530	3440	3489	3357
hDel_6651:29	hDel_6651	2096	2546	2039
hDel_1383:31	hDel_1383	4783	5031	4973
hDel_4624:57	hDel_4624	3453	3185	4991
hDel_4479:13	hDel_4479	2610	1738	2608
hDel_288:12	hDel_288	1701	1780	2451
hDel_4590:94	hDel_4590	4012	3315	3606
hDel_7156:1	hDel_7156	1988	1828	2486
hDel_5835:47	hDel_5835	2470	2262	2754
hDel_6057:344	hDel_6057	2084	2491	2733
hDel_5286:257	hDel_5286	5291	6387	7705
hDel_6110:49	hDel_6110	973	1550	1200
hDel_7235:10	hDel_7235	2275	2680	2507
panTro6_CTRL2448	panTro6_CTRL	5323	3878	5323
hDel_6138:44	hDel_6138	5728	4574	3863
hDel_4061:92	hDel_4061	4389	2862	4225
hDel_6624:118	hDel_6624	3492	2421	3311
hDel_2093:145	hDel_2093	2893	3833	3046
hDel_3059:462	hDel_3059	4403	4734	6231
hDel_7004:65	hDel_7004	4845	3516	3209
hDel_5355:20	hDel_5355	2545	2404	2361
hDel_4985:56	hDel_4985	4883	3808	4378
hDel_2967:23	hDel_2967	2064	2155	1918
hDel_5671:97	hDel_5671	4959	4692	5289
hDel_2497:312	hDel_2497	3475	3549	3810
hDel_7235:135	hDel_7235	2330	1826	3007
hDel_6663:213	hDel_6663	4229	4552	4696
hDel_4261:70	hDel_4261	5453	7220	8732
hDel_3722:179	hDel_3722	2703	2773	1693
hDel_1076:121	hDel_1076	3772	3771	3233
hDel_6188:56	hDel_6188	4333	4611	5854
hDel_3909:117	hDel_3909	2557	3054	2820
hDel_4724:137	hDel_4724	3569	3662	4484
hDel_5909:31	hDel_5909	5694	5766	5733
hDel_450:154	hDel_450	1642	2321	2066
hDel_4205:36	hDel_4205	2586	1504	1903
hDel_6949:231	hDel_6949	4731	3978	5516
hDel_6944:2	hDel_6944	1085	1050	945
hDel_3326:207	hDel_3326	3745	3821	2964
hDel_4590:121	hDel_4590	3799	3755	4057
hDel_3429:103	hDel_3429	4175	5637	4297
hDel_6269:46	hDel_6269	5667	6056	6836
hDel_6002:156	hDel_6002	2354	2677	3353
hDel_2823:273	hDel_2823	1922	1458	1961
hDel_4082:18	hDel_4082	4612	5109	5155
hDel_4277:90	hDel_4277	3653	4391	4510
hDel_5648:346	hDel_5648	1803	1404	1684
hDel_5084:213	hDel_5084	1978	1514	1234
hDel_50:267	hDel_50	2711	1024	916
hDel_6635:4	hDel_6635	4252	3769	2965
hDel_4859:185	hDel_4859	3630	4087	4536
hDel_7179:151	hDel_7179	4229	3575	4136
hDel_6410:35	hDel_6410	5652	4435	4670
hDel_2676:105	hDel_2676	5572	5100	4861
hDel_1904:74	hDel_1904	3700	3651	4995
hDel_5689:294	hDel_5689	4772	4096	4654
hDel_1635:60	hDel_1635	4555	3869	3841
hDel_794:1	hDel_794	1914	1875	2163
hDel_3059:269	hDel_3059	5938	5158	7211
hDel_4624:60	hDel_4624	2334	1955	2667
hDel_4543:29	hDel_4543	6605	6587	6487
panTro6_CTRL465	panTro6_CTRL	3917	3654	3800
hDel_2555:87	hDel_2555	2179	1917	2574
hDel_6520:57	hDel_6520	2048	1624	2043
hDel_6009:78	hDel_6009	4559	4747	5398
hDel_4340:57	hDel_4340	1612	1944	2234
hDel_794:205	hDel_794	3463	2893	3246
hDel_1267:144	hDel_1267	2484	3321	2130
hDel_494:262	hDel_494	2836	1806	2121
hDel_1904:48	hDel_1904	2680	2466	2845
hDel_4888:33	hDel_4888	4425	3580	4331
hDel_2684:127	hDel_2684	3100	2874	3341
hDel_361:169	hDel_361	2272	2145	2415
hDel_4479:43	hDel_4479	3544	2404	2863
hDel_4759:46	hDel_4759	3836	3632	4594
hDel_3023:51	hDel_3023	5370	5003	3811
hDel_935:121	hDel_935	1901	1522	2336
hDel_5909:95	hDel_5909	2006	1542	2548
hDel_1003:252	hDel_1003	3221	3626	3363
hDel_5508:99	hDel_5508	4572	4542	5137
hDel_4888:135	hDel_4888	3683	4642	4529
hDel_1896:22	hDel_1896	4278	4945	4194
hDel_411:102	hDel_411	1689	3464	2348
hDel_5337:271	hDel_5337	1758	1844	2130
hDel_6002:98	hDel_6002	1867	1769	1761
hDel_4377:76	hDel_4377	3195	3533	4468
hDel_4377:135	hDel_4377	2592	3176	4762
hDel_2902:19	hDel_2902	3636	3820	4092
