sgRNA	Gene	t0_C3624K	rep1_C3624K	rep2_C3624K
hDel_3037:11	hDel_3037	4208	4052	4435
hDel_2347:35	hDel_2347	2366	3515	3715
hDel_5909:53	hDel_5909	2943	2990	2847
hDel_6104:20	hDel_6104	4080	3982	4859
hDel_1383:99	hDel_1383	2312	2315	2457
hDel_4578:122	hDel_4578	1527	801	1694
hDel_53:160	hDel_53	4096	3069	3120
hDel_5245:72	hDel_5245	5595	5398	4880
hDel_349:63	hDel_349	4806	1973	2400
hDel_2186:89	hDel_2186	3460	3357	3783
hDel_3239:20	hDel_3239	1942	1803	1887
hDel_4409:109	hDel_4409	1825	1755	1821
hDel_2781:158	hDel_2781	3565	3277	3642
hDel_2028:101	hDel_2028	1665	1432	875
panTro6_CTRL2786	panTro6_CTRL	4826	4306	5494
hDel_6651:120	hDel_6651	2054	2822	3074
hDel_3303:318	hDel_3303	4271	3109	3114
hDel_4210:48	hDel_4210	1780	1934	1666
hDel_1647:24	hDel_1647	4030	2611	2968
hDel_2977:89	hDel_2977	3000	2773	3438
hDel_4601:58	hDel_4601	4035	4380	3355
hDel_3909:64	hDel_3909	3327	3647	3953
hDel_7179:82	hDel_7179	2501	3107	2604
hDel_1647:136	hDel_1647	3327	3522	4024
hDel_3722:154	hDel_3722	2160	1928	2828
hDel_6763:43	hDel_6763	3596	3710	4925
hDel_6811:64	hDel_6811	3357	3462	3002
hDel_5523:112	hDel_5523	5868	6182	7196
hDel_6274:267	hDel_6274	3373	3096	3996
hDel_928:65	hDel_928	3065	2095	2251
hDel_3060:59	hDel_3060	5938	4628	5620
hDel_6125:163	hDel_6125	2271	3506	3129
hDel_2823:463	hDel_2823	6458	4886	4630
hDel_288:74	hDel_288	3348	5050	5217
hDel_5909:66	hDel_5909	2838	3683	5304
hDel_5883:60	hDel_5883	2579	2176	2436
hDel_1258:16	hDel_1258	2768	2441	2840
hDel_3545:84	hDel_3545	2640	1902	2101
hDel_5355:40	hDel_5355	3912	2099	2803
hDel_288:17	hDel_288	2852	4358	5866
hDel_2354:67	hDel_2354	2711	2586	3013
hDel_6002:172	hDel_6002	2304	3026	2461
hDel_2555:7	hDel_2555	1362	1473	1447
PPM1G:4	PPM1G	3285	1682	1854
hDel_3103:184	hDel_3103	3412	3206	3919
hDel_1306:121	hDel_1306	917	1107	1261
hDel_3194:7	hDel_3194	3924	4056	4350
hDel_794:159	hDel_794	5455	2330	2779
hDel_3103:20	hDel_3103	5798	5485	5710
hDel_6234:314	hDel_6234	3078	4207	4706
hDel_2055:93	hDel_2055	2898	2041	2147
hDel_4405:54	hDel_4405	2833	3086	3350
hDel_928:24	hDel_928	3596	3739	3889
hDel_5508:152	hDel_5508	3491	3010	4942
hDel_3900:13	hDel_3900	3420	3686	4539
hDel_5075:12	hDel_5075	5430	5579	6507
hDel_1997:36	hDel_1997	2404	2582	1787
hDel_5829:31	hDel_5829	1927	1740	3028
hDel_553:34	hDel_553	5477	4552	5376
hDel_5286:60	hDel_5286	2640	2477	3298
panTro6_CTRL769	panTro6_CTRL	1846	1631	2519
hDel_2020:115	hDel_2020	1816	1310	1638
hDel_2158:32	hDel_2158	1401	1279	1962
hDel_3060:106	hDel_3060	3624	2844	3862
hDel_7115:48	hDel_7115	2157	1985	2587
hDel_1635:97	hDel_1635	5145	5147	6967
hDel_871:3	hDel_871	2669	2040	2821
hDel_6119:26	hDel_6119	5644	4850	5160
hDel_4111:24	hDel_4111	2299	1905	2084
hDel_871:86	hDel_871	3105	2413	3343
hDel_6852:50	hDel_6852	3966	3604	4186
hDel_2020:122	hDel_2020	3225	2890	2967
hDel_2234:29	hDel_2234	2732	3095	4133
hDel_6851:100	hDel_6851	3675	3045	3296
hDel_2952:143	hDel_2952	3125	3436	3385
hDel_1455:86	hDel_1455	4156	2954	3956
hDel_5595:268	hDel_5595	3988	3510	4252
hDel_1024:23	hDel_1024	3542	2133	3212
hDel_923:123	hDel_923	1944	1891	1536
hDel_438:52	hDel_438	1853	2910	1887
hDel_5488:128	hDel_5488	4001	4322	4297
hDel_935:184	hDel_935	2202	3230	3796
hDel_2497:6	hDel_2497	3293	2517	3941
hDel_2781:149	hDel_2781	3949	4304	4514
hDel_6765:116	hDel_6765	2868	2200	2650
hDel_1665:156	hDel_1665	3099	2957	3307
hDel_3037:5	hDel_3037	1430	1174	1269
hDel_4285:41	hDel_4285	5886	4872	5353
hDel_1076:117	hDel_1076	2921	1786	3027
hDel_923:175	hDel_923	5388	4938	5314
hDel_6062:49	hDel_6062	3586	4251	5041
hDel_596:34	hDel_596	1891	1169	1722
hDel_7235:499	hDel_7235	2322	2079	3273
hDel_3013:38	hDel_3013	3035	2995	3479
hDel_6931:82	hDel_6931	3493	3015	3316
hDel_149:29	hDel_149	4046	4569	3143
hDel_6103:41	hDel_6103	3530	3277	3290
hDel_5964:104	hDel_5964	3124	3912	4149
hDel_1647:112	hDel_1647	2544	1866	2024
hDel_3037:42	hDel_3037	2553	1991	2348
hDel_6048:131	hDel_6048	2419	2442	2031
hDel_53:106	hDel_53	4787	3969	5219
hDel_118:6	hDel_118	1958	1904	2628
hDel_4944:65	hDel_4944	2751	3425	2246
hDel_450:193	hDel_450	6893	4850	5871
hDel_6631:230	hDel_6631	3144	3690	4112
hDel_5623:102	hDel_5623	7367	4483	5924
hDel_6185:218	hDel_6185	3541	3679	3668
hDel_94:12	hDel_94	3488	2955	3848
hDel_1025:8	hDel_1025	3534	3480	4402
hDel_94:263	hDel_94	1893	1774	2532
hDel_1958:58	hDel_1958	1766	1420	1691
hDel_4111:53	hDel_4111	596	1161	913
hDel_2371:37	hDel_2371	1184	420	858
hDel_6188:63	hDel_6188	3099	2129	1212
hDel_6906:50	hDel_6906	2832	1969	2616
hDel_1927:103	hDel_1927	4139	3485	3804
hDel_3596:150	hDel_3596	1999	1958	1022
hDel_4082:116	hDel_4082	4375	4230	5409
hDel_6091:201	hDel_6091	4542	4024	6163
hDel_6441:31	hDel_6441	4588	4221	4895
hDel_4720:124	hDel_4720	2148	1698	2061
hDel_1385:58	hDel_1385	3867	3426	3254
hDel_6944:15	hDel_6944	2018	2047	2820
hDel_4555:171	hDel_4555	5066	4427	6821
hDel_4284:83	hDel_4284	4815	3725	3940
hDel_4410:141	hDel_4410	3186	2015	2024
hDel_5523:3	hDel_5523	2379	1576	2533
hDel_3623:22	hDel_3623	4143	3486	4329
hDel_1939:129	hDel_1939	2228	2394	2546
hDel_3059:117	hDel_3059	7040	4380	6978
hDel_2311:199	hDel_2311	3414	2522	2683
panTro6_CTRL1809	panTro6_CTRL	2610	3044	3054
hDel_6002:299	hDel_6002	1272	939	1519
hDel_5508:72	hDel_5508	4678	5124	4235
hDel_6206:86	hDel_6206	3608	2551	2993
hDel_94:254	hDel_94	2191	1348	2065
hDel_2781:133	hDel_2781	2550	2595	3164
hDel_3059:142	hDel_3059	4086	3459	4847
hDel_4149:77	hDel_4149	2645	2259	2063
hDel_4985:21	hDel_4985	4068	2441	3705
hDel_5508:140	hDel_5508	4223	3710	3642
hDel_4623:92	hDel_4623	3015	3571	4060
hDel_6931:12	hDel_6931	3858	4237	3916
hDel_3130:11	hDel_3130	2915	2230	2051
hDel_1629:52	hDel_1629	2048	1548	1607
hDel_532:4	hDel_532	2285	2276	2707
hDel_4720:127	hDel_4720	2216	2013	2029
hDel_636:106	hDel_636	2079	2328	1777
hDel_6656:41	hDel_6656	1765	1491	1418
RAD9A:6	RAD9A	3156	931	580
hDel_6520:88	hDel_6520	4119	3282	3952
hDel_6185:16	hDel_6185	4007	4222	4868
hDel_553:9	hDel_553	4585	4095	4917
hDel_4340:78	hDel_4340	3393	2463	2369
hDel_738:47	hDel_738	2650	2740	3071
hDel_3013:41	hDel_3013	1662	2175	1602
hDel_4154:188	hDel_4154	2992	2882	3966
hDel_3334:57	hDel_3334	1250	2020	1896
hDel_4443:136	hDel_4443	1226	1355	1992
hDel_2186:95	hDel_2186	1884	1465	2615
hDel_251:79	hDel_251	3448	3116	4740
hDel_6849:175	hDel_6849	3307	2082	2910
hDel_4625:150	hDel_4625	3590	3946	4983
hDel_7234:77	hDel_7234	894	915	1026
hDel_2055:136	hDel_2055	2343	2022	2799
panTro6_CTRL1668	panTro6_CTRL	3053	2865	3367
hDel_4284:73	hDel_4284	4949	4123	4971
hDel_5631:102	hDel_5631	1620	1095	1458
hDel_5889:30	hDel_5889	4018	5334	5778
hDel_3530:174	hDel_3530	2296	2589	4533
hDel_3181:256	hDel_3181	2486	4009	3129
hDel_3989:68	hDel_3989	4146	4759	6756
hDel_7179:84	hDel_7179	3905	5033	6071
hDel_5689:54	hDel_5689	2670	2747	2216
hDel_516:58	hDel_516	745	787	970
hDel_5337:117	hDel_5337	2166	2491	2824
hDel_6746:17	hDel_6746	5890	5683	7885
hDel_7088:2	hDel_7088	3264	2299	4091
hDel_118:107	hDel_118	1879	2437	3308
hDel_4082:60	hDel_4082	2414	3848	3832
hDel_5623:135	hDel_5623	5150	3663	4024
hDel_3303:9	hDel_3303	4127	5082	5750
hDel_149:53	hDel_149	3922	2435	2818
hDel_5245:13	hDel_5245	1667	1580	2281
hDel_1005:75	hDel_1005	1927	1834	2126
hDel_251:176	hDel_251	1942	1692	3553
hDel_2823:363	hDel_2823	3867	2302	3134
hDel_5523:96	hDel_5523	2558	3182	2656
hDel_2369:190	hDel_2369	3523	3296	3216
hDel_845:389	hDel_845	3353	2277	4201
hDel_1460:107	hDel_1460	1803	1554	1593
hDel_5980:50	hDel_5980	2525	2449	3344
hDel_3194:42	hDel_3194	2630	2309	1976
hDel_4377:44	hDel_4377	4070	4563	6440
hDel_4859:49	hDel_4859	1710	1217	1045
hDel_4987:51	hDel_4987	4849	5464	4938
hDel_330:229	hDel_330	3600	3498	2815
hDel_636:24	hDel_636	4674	1072	1043
hDel_922:19	hDel_922	2407	3198	2532
hDel_3181:18	hDel_3181	2796	3811	2491
hDel_494:17	hDel_494	2285	2548	2654
hDel_1112:83	hDel_1112	3152	2553	2671
hDel_3194:47	hDel_3194	2760	3145	4421
hDel_4736:31	hDel_4736	4231	2712	3669
hDel_2945:24	hDel_2945	3718	3576	4263
hDel_647:11	hDel_647	1957	1867	2307
hDel_4191:32	hDel_4191	2808	2447	3445
hDel_4149:6	hDel_4149	4059	3655	5498
hDel_4859:168	hDel_4859	4267	3991	4358
hDel_4277:32	hDel_4277	2058	2072	2783
hDel_1094:242	hDel_1094	3077	2671	3946
hDel_6318:69	hDel_6318	3369	4226	4502
hDel_4624:139	hDel_4624	3941	3153	4252
hDel_1863:75	hDel_1863	4055	4301	4373
hDel_5452:140	hDel_5452	4510	4275	5047
hDel_3402:3	hDel_3402	5139	4429	5080
hDel_4130:21	hDel_4130	741	685	475
hDel_5826:36	hDel_5826	4030	2618	4256
hDel_3432:98	hDel_3432	1727	1676	2380
hDel_5669:130	hDel_5669	4330	3828	3461
hDel_6447:66	hDel_6447	4320	4341	4153
hDel_6754:2	hDel_6754	3595	3064	3885
hDel_438:47	hDel_438	2483	1639	2223
hDel_7037:60	hDel_7037	2844	2424	3283
hDel_6624:20	hDel_6624	5951	4585	6680
hDel_6631:105	hDel_6631	3281	4120	4395
hDel_5688:147	hDel_5688	3814	4038	4771
hDel_7037:38	hDel_7037	3355	2560	3854
hDel_4625:42	hDel_4625	3257	1875	2602
hDel_3181:84	hDel_3181	3848	3449	2919
hDel_6949:328	hDel_6949	3716	4474	4361
hDel_6899:27	hDel_6899	1414	1662	1381
hDel_4397:48	hDel_4397	5284	5368	5012
hDel_647:33	hDel_647	3056	2897	2294
hDel_2613:156	hDel_2613	1221	1433	1219
hDel_2879:138	hDel_2879	3900	2672	4548
hDel_7051:41	hDel_7051	4914	5936	7244
hDel_3726:94	hDel_3726	3657	2911	3765
hDel_978:127	hDel_978	5560	5624	6635
hDel_4397:339	hDel_4397	2907	2080	2998
hDel_1111:9	hDel_1111	5769	5459	7113
hDel_2028:1	hDel_2028	1218	650	1353
hDel_6057:273	hDel_6057	4380	4541	5510
hDel_1231:15	hDel_1231	1839	2012	1935
hDel_2055:9	hDel_2055	1539	2233	2604
hDel_4720:72	hDel_4720	3199	3191	2559
hDel_4285:27	hDel_4285	1565	1829	1884
hDel_3933:159	hDel_3933	2350	3447	2814
hDel_76:265	hDel_76	2892	2367	3432
hDel_1076:92	hDel_1076	2177	1950	2593
hDel_3303:270	hDel_3303	2606	3512	4380
hDel_6098:61	hDel_6098	2277	3212	3197
hDel_6274:257	hDel_6274	1444	1026	1277
hDel_923:376	hDel_923	3892	3772	4154
hDel_146:38	hDel_146	3417	3140	4189
hDel_7061:55	hDel_7061	1152	1632	1488
hDel_6206:231	hDel_6206	2879	1732	3154
hDel_2879:58	hDel_2879	5359	3393	4292
hDel_6663:46	hDel_6663	3959	4264	4152
hDel_600:6	hDel_600	4436	6243	5366
hDel_4069:8	hDel_4069	1265	956	1229
hDel_5980:68	hDel_5980	5896	4055	5888
hDel_4149:147	hDel_4149	2343	2135	1765
hDel_4157:277	hDel_4157	4041	4961	5596
hDel_1585:129	hDel_1585	4314	4413	4355
hDel_7235:272	hDel_7235	2354	3011	3397
hDel_3035:93	hDel_3035	2234	1455	1820
hDel_4207:73	hDel_4207	1805	1489	1959
hDel_6635:13	hDel_6635	4579	3442	4410
hDel_7009:11	hDel_7009	1196	1817	1664
hDel_5595:246	hDel_5595	3092	2520	3194
hDel_6570:2	hDel_6570	5690	6737	7871
hDel_2977:194	hDel_2977	5358	5401	6117
hDel_5637:17	hDel_5637	3331	3841	3864
hDel_5957:106	hDel_5957	1664	1572	2172
hDel_3091:122	hDel_3091	2972	2443	3334
hDel_6528:108	hDel_6528	2653	2996	4308
hDel_5140:91	hDel_5140	2969	2153	2309
hDel_6574:240	hDel_6574	4750	3830	4132
hDel_961:95	hDel_961	3392	2687	4190
hDel_6663:53	hDel_6663	3013	2939	3061
panTro6_CTRL2882	panTro6_CTRL	1876	1995	2127
hDel_6269:34	hDel_6269	5359	5797	5172
hDel_1003:373	hDel_1003	6005	5752	5887
hDel_6226:75	hDel_6226	1695	1709	1769
hDel_5412:175	hDel_5412	3030	3116	2988
hDel_845:226	hDel_845	2594	3179	3577
hDel_7061:297	hDel_7061	4324	3174	2649
hDel_4543:86	hDel_4543	2366	2243	2425
hDel_5355:4	hDel_5355	2092	2047	1879
hDel_1629:123	hDel_1629	2308	1987	2644
hDel_71:10	hDel_71	2660	3785	3991
hDel_293:257	hDel_293	1030	1347	2288
hDel_978:64	hDel_978	3313	3264	3209
hDel_3933:101	hDel_3933	1725	1940	1883
hDel_2613:208	hDel_2613	2771	2271	3120
hDel_2143:38	hDel_2143	4217	3769	3732
hDel_6899:139	hDel_6899	3546	487	397
NF2:8	NF2	6323	6098	7085
hDel_3596:50	hDel_3596	2562	3371	2549
hDel_6574:33	hDel_6574	4602	5482	6167
hDel_2988:57	hDel_2988	4881	4327	6033
hDel_4460:32	hDel_4460	1863	2589	3093
hDel_3909:43	hDel_3909	3479	3651	4638
hDel_4890:32	hDel_4890	2993	3281	3637
hDel_923:111	hDel_923	3013	2638	3959
hDel_238:66	hDel_238	3653	4576	4807
hDel_1110:83	hDel_1110	5264	5099	6042
hDel_5502:54	hDel_5502	2295	1690	1953
hDel_1958:42	hDel_1958	830	775	1155
hDel_4069:30	hDel_4069	3289	2936	3481
hDel_5337:381	hDel_5337	2555	2318	3284
hDel_845:143	hDel_845	1806	1466	1551
hDel_6899:30	hDel_6899	3146	2603	3070
hDel_1776:27	hDel_1776	3458	2989	3832
hDel_4340:37	hDel_4340	1699	1335	1646
hDel_1306:171	hDel_1306	3174	3029	3411
NDUFS8:7	NDUFS8	5154	1859	1080
hDel_4027:27	hDel_4027	1435	1201	2872
hDel_4381:63	hDel_4381	3966	4065	4974
hDel_1003:379	hDel_1003	1874	1952	3372
hDel_2020:123	hDel_2020	3684	3309	3250
hDel_6057:43	hDel_6057	5461	4547	5076
hDel_4926:67	hDel_4926	3013	2528	3394
hDel_4736:34	hDel_4736	1382	1818	1330
hDel_4149:145	hDel_4149	1442	1176	1576
hDel_4393:189	hDel_4393	2332	3085	3291
hDel_6899:283	hDel_6899	2621	2651	3225
hDel_251:341	hDel_251	3150	3348	5136
hDel_7156:101	hDel_7156	2406	97	238
hDel_3456:30	hDel_3456	2458	2819	2721
hDel_3989:73	hDel_3989	941	864	1793
hDel_251:250	hDel_251	3040	3557	3350
hDel_1984:13	hDel_1984	5289	4972	5663
hDel_5839:49	hDel_5839	3271	2772	2454
hDel_450:220	hDel_450	3802	3601	3451
hDel_6053:13	hDel_6053	6296	5470	6044
hDel_3239:24	hDel_3239	3205	2606	3592
hDel_4985:62	hDel_4985	2420	2610	2504
hDel_7227:8	hDel_7227	3680	1410	1378
hDel_5068:27	hDel_5068	1903	2620	2494
hDel_3021:182	hDel_3021	3895	3253	4929
hDel_4229:16	hDel_4229	3732	3527	4203
hDel_6754:100	hDel_6754	3440	3869	3643
hDel_4149:1	hDel_4149	3917	3831	3858
hDel_1997:102	hDel_1997	1542	1552	2179
hDel_923:34	hDel_923	4162	5166	5399
hDel_935:74	hDel_935	2858	2987	3662
hDel_4409:185	hDel_4409	4425	3905	3854
hDel_6973:102	hDel_6973	5157	6360	6260
hDel_3194:57	hDel_3194	3558	233	177
hDel_4543:77	hDel_4543	3584	2722	3753
hDel_4410:26	hDel_4410	3277	4919	4515
hDel_2093:89	hDel_2093	2586	2060	2896
hDel_6949:28	hDel_6949	1917	2528	2538
hDel_6754:56	hDel_6754	3956	2701	3648
hDel_3947:2	hDel_3947	2580	3165	3928
hDel_3688:2	hDel_3688	2301	1980	3154
hDel_2425:50	hDel_2425	1292	1353	1390
hDel_4601:34	hDel_4601	3501	3071	3537
hDel_2676:26	hDel_2676	2572	3152	3762
hDel_726:5	hDel_726	2997	3026	3196
hDel_5736:80	hDel_5736	5392	5953	7746
hDel_4926:23	hDel_4926	2557	2405	2924
hDel_553:176	hDel_553	1594	1582	2077
hDel_4277:57	hDel_4277	2542	1746	2232
hDel_2613:78	hDel_2613	4379	4404	4445
hDel_6185:219	hDel_6185	2639	2885	2775
hDel_5487:26	hDel_5487	3526	3389	2460
hDel_3021:67	hDel_3021	2613	2910	3776
hDel_6758:15	hDel_6758	3612	1968	1553
hDel_6206:162	hDel_6206	3013	3782	3075
hDel_1267:62	hDel_1267	3099	2350	2843
hDel_845:205	hDel_845	3684	3478	3658
hDel_3530:152	hDel_3530	3496	2756	3215
hDel_5412:206	hDel_5412	1429	1670	1979
hDel_3388:21	hDel_3388	1322	1175	1252
hDel_1111:32	hDel_1111	661	347	978
hDel_2028:165	hDel_2028	2804	2301	3393
hDel_4564:75	hDel_4564	4498	4689	4332
hDel_514:105	hDel_514	5771	4507	4131
hDel_3090:38	hDel_3090	1780	1491	1782
hDel_1611:58	hDel_1611	2670	2398	2390
hDel_4624:171	hDel_4624	2070	1813	1965
hDel_935:44	hDel_935	3573	3241	3743
hDel_6418:295	hDel_6418	3531	2864	5179
hDel_6651:15	hDel_6651	4826	5743	5396
hDel_5671:55	hDel_5671	3013	3996	3783
hDel_2823:64	hDel_2823	2312	2526	4255
hDel_3585:30	hDel_3585	2522	2900	3386
hDel_6531:25	hDel_6531	537	302	500
hDel_6633:364	hDel_6633	1670	2559	1744
hDel_6440:8	hDel_6440	3985	5116	6161
CXorf56:3	CXorf56	4852	8030	10781
hDel_3429:7	hDel_3429	1646	1934	2071
hDel_5785:19	hDel_5785	5596	4794	5292
hDel_2823:237	hDel_2823	2153	1586	1857
hDel_5962:333	hDel_5962	3588	3044	3784
hDel_6520:64	hDel_6520	1797	1639	1715
hDel_596:90	hDel_596	1594	1668	1586
hDel_6048:191	hDel_6048	3217	2743	4719
hDel_6468:19	hDel_6468	5707	4338	6531
hDel_4205:14	hDel_4205	4428	4166	5217
hDel_6633:371	hDel_6633	2293	1783	1893
hDel_6185:325	hDel_6185	5292	4660	6193
hDel_6447:76	hDel_6447	5968	6357	7003
hDel_3591:29	hDel_3591	2414	3026	2304
hDel_4205:35	hDel_4205	1431	956	1543
hDel_3596:104	hDel_3596	3632	2929	3796
hDel_6234:361	hDel_6234	4053	4351	4193
hDel_6850:20	hDel_6850	3483	3425	3490
hDel_2020:245	hDel_2020	3318	2722	4202
hDel_4624:49	hDel_4624	2073	2174	3957
hDel_7061:334	hDel_7061	4103	3911	4255
hDel_6563:103	hDel_6563	3413	4064	3415
hDel_3194:2	hDel_3194	2153	2555	2926
hDel_1076:67	hDel_1076	2754	2592	2321
hDel_2497:95	hDel_2497	4240	79	86
hDel_6234:237	hDel_6234	4496	4708	5816
hDel_3456:81	hDel_3456	3811	3219	3797
hDel_681:67	hDel_681	2424	2494	2444
hDel_2311:207	hDel_2311	2035	1490	2153
hDel_4623:46	hDel_4623	3310	4075	5317
hDel_2823:437	hDel_2823	2926	1974	2310
hDel_4590:25	hDel_4590	6346	6557	6834
hDel_118:241	hDel_118	1905	1448	2242
hDel_6234:14	hDel_6234	3797	3680	3895
hDel_5006:71	hDel_5006	3806	3300	5026
hDel_7061:20	hDel_7061	3216	2684	2712
hDel_288:86	hDel_288	4084	4930	5032
hDel_4397:141	hDel_4397	2621	1866	2560
hDel_7044:56	hDel_7044	2143	2096	3212
hDel_3147:23	hDel_3147	3115	2685	3256
hDel_3623:6	hDel_3623	2640	3287	2794
hDel_6762:25	hDel_6762	5208	4996	5688
hDel_7030:82	hDel_7030	5465	5651	5096
hDel_7179:302	hDel_7179	3841	3417	4130
hDel_3711:335	hDel_3711	2284	2337	2516
hDel_4157:229	hDel_4157	1985	2766	3040
hDel_4277:51	hDel_4277	4467	3409	3774
panTro6_CTRL2722	panTro6_CTRL	3209	3977	4288
hDel_6318:164	hDel_6318	4832	4369	4745
hDel_6633:405	hDel_6633	2441	2394	3929
hDel_3181:98	hDel_3181	4688	4324	5243
hDel_3897:160	hDel_3897	2654	2626	2873
hDel_4543:71	hDel_4543	1928	1912	1952
hDel_1776:64	hDel_1776	1720	1576	1404
hDel_1066:81	hDel_1066	4327	4896	5088
hDel_6222:30	hDel_6222	2563	2039	2941
hDel_1776:124	hDel_1776	2667	2668	1840
hDel_6878:248	hDel_6878	2466	2422	2361
hDel_647:14	hDel_647	3556	3358	4412
hDel_293:177	hDel_293	2191	3460	3712
hDel_2959:10	hDel_2959	4822	5723	5766
hDel_3407:165	hDel_3407	3946	2753	3471
hDel_1611:33	hDel_1611	3732	2717	2953
hDel_51:88	hDel_51	2812	3199	3440
hDel_3103:54	hDel_3103	1914	2353	2709
hDel_794:127	hDel_794	3001	2092	3208
hDel_6091:135	hDel_6091	2988	3009	2681
hDel_2136:77	hDel_2136	1877	33	182
hDel_3483:14	hDel_3483	3504	3192	3612
hDel_6633:353	hDel_6633	2530	2456	1816
hDel_6949:297	hDel_6949	2584	2642	3080
hDel_14:22	hDel_14	2218	2433	2457
hDel_871:58	hDel_871	2546	1624	3174
hDel_3711:121	hDel_3711	2111	1585	2027
hDel_4901:9	hDel_4901	3537	4405	5263
hDel_636:169	hDel_636	1960	1598	2209
hDel_1975:20	hDel_1975	1221	784	603
hDel_1258:20	hDel_1258	3616	4755	5808
hDel_6949:167	hDel_6949	2218	1700	2368
hDel_3601:40	hDel_3601	4495	3104	2861
hDel_845:319	hDel_845	2363	3042	2907
hDel_6318:118	hDel_6318	2735	3179	3745
hDel_3326:6	hDel_3326	3122	1974	2349
hDel_6113:89	hDel_6113	4687	4921	5540
hDel_5037:71	hDel_5037	2910	5178	4507
hDel_7085:17	hDel_7085	3156	3665	4117
hDel_5909:121	hDel_5909	2485	3490	3283
hDel_2127:5	hDel_2127	3030	2638	3523
hDel_553:95	hDel_553	4770	4232	5127
hDel_2879:80	hDel_2879	4251	4727	4653
hDel_1003:272	hDel_1003	3477	3167	4100
hDel_5631:69	hDel_5631	3572	3603	4050
hDel_6760:148	hDel_6760	5210	5265	5616
hDel_448:71	hDel_448	1677	1993	2349
hDel_5069:52	hDel_5069	3215	3261	4228
hDel_5212:11	hDel_5212	3356	396	304
hDel_2497:131	hDel_2497	2555	3289	3476
hDel_1863:46	hDel_1863	2974	2099	3279
hDel_3203:23	hDel_3203	2206	2453	3418
hDel_7061:39	hDel_7061	5517	4544	6574
hDel_366:61	hDel_366	677	405	401
hDel_7179:194	hDel_7179	3336	2934	3535
hDel_4985:23	hDel_4985	3665	4091	3620
panTro6_CTRL1191	panTro6_CTRL	5407	3929	4535
hDel_6076:57	hDel_6076	3789	2980	2955
hDel_6973:66	hDel_6973	2987	3341	3665
hDel_1740:106	hDel_1740	2466	2248	1810
hDel_6656:43	hDel_6656	590	360	169
hDel_3059:441	hDel_3059	3729	3572	4109
hDel_6754:80	hDel_6754	2610	2214	2850
hDel_6854:106	hDel_6854	1959	1266	1402
hDel_2610:236	hDel_2610	3755	3345	4351
hDel_6632:110	hDel_6632	2720	2976	2675
hDel_978:7	hDel_978	3267	2671	2438
hDel_4210:72	hDel_4210	1567	1766	1974
hDel_1066:83	hDel_1066	2875	2424	2582
hDel_2781:316	hDel_2781	2528	2835	2879
hDel_1441:124	hDel_1441	3005	2451	3720
hDel_5412:85	hDel_5412	2547	2651	2776
hDel_3585:41	hDel_3585	1028	1013	1702
hDel_4261:73	hDel_4261	3912	3180	3564
hDel_1200:38	hDel_1200	7031	8025	5824
hDel_3326:88	hDel_3326	1946	2785	3378
hDel_3688:6	hDel_3688	1757	1969	2983
hDel_6106:53	hDel_6106	2772	2281	3797
hDel_3456:86	hDel_3456	2295	980	2076
hDel_6760:26	hDel_6760	5081	4573	5594
hDel_4061:34	hDel_4061	2035	1725	2650
hDel_794:180	hDel_794	3381	3098	3387
hDel_3596:15	hDel_3596	4321	3073	5232
hDel_6137:120	hDel_6137	4669	4301	4506
hDel_4987:128	hDel_4987	2482	2421	2526
hDel_5476:85	hDel_5476	4738	3567	4242
hDel_6878:381	hDel_6878	3800	4531	4539
hDel_2196:29	hDel_2196	2622	1972	3283
hDel_636:182	hDel_636	4604	4018	3607
hDel_5975:50	hDel_5975	3811	3435	4267
hDel_5487:122	hDel_5487	4038	4405	6009
hDel_2585:49	hDel_2585	1560	1487	2545
hDel_4987:86	hDel_4987	1580	1690	1717
hDel_5156:39	hDel_5156	3176	2636	2575
hDel_1076:84	hDel_1076	3650	3460	3122
hDel_4987:31	hDel_4987	5061	4034	4801
hDel_6762:24	hDel_6762	4656	4130	5631
hDel_6226:53	hDel_6226	1190	1002	1249
hDel_4027:17	hDel_4027	2533	2705	1979
hDel_3909:59	hDel_3909	2468	2109	2058
hDel_4082:209	hDel_4082	4265	4834	6138
hDel_3897:138	hDel_3897	2342	1804	2796
hDel_1933:91	hDel_1933	4070	4521	5626
hDel_3059:263	hDel_3059	2407	1865	2560
hDel_1585:73	hDel_1585	1709	1708	1805
hDel_4706:177	hDel_4706	876	1459	966
hDel_6656:59	hDel_6656	3828	4804	4540
hDel_4839:1	hDel_4839	3939	3972	4034
hDel_5631:71	hDel_5631	4633	3035	3669
hDel_855:62	hDel_855	2694	2196	2237
panTro6_CTRL2853	panTro6_CTRL	3171	2328	2902
hDel_5829:4	hDel_5829	2792	2630	2257
hDel_3334:98	hDel_3334	1808	1756	2288
panTro6_CTRL2774	panTro6_CTRL	3744	3090	3726
hDel_1168:109	hDel_1168	2420	1938	2193
hDel_6098:132	hDel_6098	2402	1906	2091
hDel_2676:28	hDel_2676	2045	1658	1515
hDel_5488:30	hDel_5488	2929	3396	4091
hDel_4149:210	hDel_4149	2140	3113	3189
hDel_4605:19	hDel_4605	3107	4036	3992
hDel_3623:100	hDel_3623	2247	1667	1821
hDel_1933:41	hDel_1933	1238	1381	1165
hDel_3430:22	hDel_3430	2735	2773	3716
hDel_1455:12	hDel_1455	2962	2694	2676
